obsid,leadid,ccode,idacr,country,continent,leader,startdate,enddate,entry,exit,exitcode,gender,yrborn
CEN-2013,2b3c671b-3481-11e4-8dba-bbcd9ed46413,482,CEN,Central African Republic,Africa,Djotodia,2013-03-24,2014-01-10,Irregular,Regular,Regular,M,1949
CEN-2014-1,149f7559-aae0-11e4-b3bc-29f2fa19767e,482,CEN,Central African Republic,Africa,Nguendet,2014-01-10,2014-01-23,Regular,Regular,Regular,M,1972
CEN-2014-2,149f9c66-aae0-11e4-b3bc-29f2fa19767e,482,CEN,Central African Republic,Africa,Catherine Samba-Panza,2014-01-23,2016-03-30,Regular,Regular,Regular,F,1954
CEN_2016_1,NA,482,CEN,Central African Republic,Africa,Touadéra,2016-03-30,2024-07-31,Regular,Still in Office,Still in Office,M,1957
CHA-1960,8231420b-1e42-11e4-b4cd-db5882bf8def,483,CHA,Chad,Africa,Tombalbaye,1960-08-11,1975-04-13,Regular,Irregular,"Removed by Military, without Foreign Support",M,1918
CHA-1975,8231420c-1e42-11e4-b4cd-db5882bf8def,483,CHA,Chad,Africa,Malloum,1975-04-15,1979-03-23,Irregular,Irregular,"Removed by Rebels, with Foreign Support",M,1932
CHA-1979,8231420d-1e42-11e4-b4cd-db5882bf8def,483,CHA,Chad,Africa,Oueddei,1979-03-23,1982-06-07,Regular,Irregular,"Removed by Rebels, without Foreign Support",M,1944
CHA-1982,8231420e-1e42-11e4-b4cd-db5882bf8def,483,CHA,Chad,Africa,Habre,1982-06-19,1990-12-02,Irregular,Irregular,"Removed by Rebels, without Foreign Support",M,1942
CHA-1990,823172de-1e42-11e4-b4cd-db5882bf8def,483,CHA,Chad,Africa,Deby,1990-12-02,2021-04-20,Irregular,Assassination,Coup,M,1952
CHA_2021_1,NA,483,CHA,Chad,Africa,Mahamat Déby,2021-04-20,2024-07-31,Irregular,Still in Office,Still in Office,M,1984
CON-1960,823172df-1e42-11e4-b4cd-db5882bf8def,484,CON,Congo,Africa,Youlou,1960-08-15,1963-08-15,Regular,Irregular,"Popular Protest, without Foreign Support",M,1917
CON-1963,823172e0-1e42-11e4-b4cd-db5882bf8def,484,CON,Congo,Africa,Debat,1963-08-16,1968-09-04,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1921
CON-1968,8231a3b2-1e42-11e4-b4cd-db5882bf8def,484,CON,Congo,Africa,Raoul,1968-09-04,1969-01-01,Irregular,Regular,Regular,M,1938
CON-1969,8231a3b3-1e42-11e4-b4cd-db5882bf8def,484,CON,Congo,Africa,Ngouabi,1969-01-01,1977-03-18,Regular,Irregular,"Removed by Military, without Foreign Support",M,1938
CON-1977,8231a3b4-1e42-11e4-b4cd-db5882bf8def,484,CON,Congo,Africa,Opango,1977-03-18,1979-02-05,Regular,Irregular,Removed in Military Power Struggle Short of Coup,M,1939
CON-1979,8231a3b5-1e42-11e4-b4cd-db5882bf8def,484,CON,Congo,Africa,Nguesso,1979-02-08,1992-08-20,Irregular,Regular,Regular,M,1943
CON-1992,8231d490-1e42-11e4-b4cd-db5882bf8def,484,CON,Congo,Africa,Lissouba,1992-08-31,1997-10-15,Regular,Irregular,"Removed by Rebels, with Foreign Support",M,1931
CON-1997,8231a3b5-1e42-11e4-b4cd-db5882bf8def,484,CON,Congo,Africa,Nguesso,1997-10-15,2024-07-31,Irregular,Still in Office,Still in Office,M,1943
DRC-1960-1,8231d491-1e42-11e4-b4cd-db5882bf8def,490,DRC,Democratic Republic of the Congo,Africa,Lumumba,1960-06-30,1960-09-14,Regular,Irregular,"Removed by Military, without Foreign Support",M,1925
DRC-1960-2,8231d492-1e42-11e4-b4cd-db5882bf8def,490,DRC,Democratic Republic of the Congo,Africa,Mobutu,1960-09-14,1960-09-20,Irregular,Regular,Regular,M,1930
DRC-1960-3,8231d493-1e42-11e4-b4cd-db5882bf8def,490,DRC,Democratic Republic of the Congo,Africa,Kasavubu,1960-09-20,1965-11-25,Regular,Irregular,"Removed by Military, without Foreign Support",M,1913
DRC-1965,8231d492-1e42-11e4-b4cd-db5882bf8def,490,DRC,Democratic Republic of the Congo,Africa,Mobutu,1965-11-25,1997-05-16,Irregular,Irregular,"Removed by Rebels, without Foreign Support",M,1930
DRC-1997,8231d494-1e42-11e4-b4cd-db5882bf8def,490,DRC,Democratic Republic of the Congo,Africa,Laurent Kabila,1997-05-16,2001-01-16,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1939
DRC-2001,82320564-1e42-11e4-b4cd-db5882bf8def,490,DRC,Democratic Republic of the Congo,Africa,Joseph Kabila,2001-01-17,2019-01-24,Regular,Regular,Regular,M,1971
DRC_2019_1,NA,490,DRC,Democratic Republic of the Congo,Africa,Felix Tshisekedi,2019-01-24,2024-07-31,Regular,Still in Office,Still in Office,M,1963
UGA-1962,82320565-1e42-11e4-b4cd-db5882bf8def,500,UGA,Uganda,Africa,Obote,1962-10-09,1971-01-25,Regular,Irregular,"Removed by Military, without Foreign Support",M,1924
UGA-1971,82320566-1e42-11e4-b4cd-db5882bf8def,500,UGA,Uganda,Africa,Amin,1971-01-25,1979-04-11,Irregular,Foreign,Removed through Threat of Foreign Force,M,1925
UGA-1979-1,82320567-1e42-11e4-b4cd-db5882bf8def,500,UGA,Uganda,Africa,Yusuf Lule,1979-04-13,1979-06-20,Regular,Regular,Regular,M,1912
UGA-1979-2,82323638-1e42-11e4-b4cd-db5882bf8def,500,UGA,Uganda,Africa,Banaisa,1979-06-20,1980-05-12,Regular,Irregular,"Removed by Military, without Foreign Support",M,1919
UGA-1980-1,82323639-1e42-11e4-b4cd-db5882bf8def,500,UGA,Uganda,Africa,Paulo Muwanga,1980-05-18,1980-12-17,Irregular,Regular,Regular,M,1924
UGA-1980-2,82320565-1e42-11e4-b4cd-db5882bf8def,500,UGA,Uganda,Africa,Obote,1980-12-17,1985-07-27,Regular,Irregular,"Removed by Military, without Foreign Support",M,1924
UGA-1985,8232363a-1e42-11e4-b4cd-db5882bf8def,500,UGA,Uganda,Africa,Okello,1985-07-29,1986-01-29,Irregular,Irregular,"Removed by Rebels, without Foreign Support",M,1914
UGA-1986,8232670c-1e42-11e4-b4cd-db5882bf8def,500,UGA,Uganda,Africa,Museveni,1986-01-29,2024-07-31,Irregular,Still in Office,Still in Office,M,1944
KEN-1963,8232670d-1e42-11e4-b4cd-db5882bf8def,501,KEN,Kenya,Africa,Kenyatta,1963-12-12,1978-08-22,Regular,Natural Death,Regular,M,1891
KEN-1978,8232670e-1e42-11e4-b4cd-db5882bf8def,501,KEN,Kenya,Africa,Moi,1978-08-22,2002-12-30,Regular,Regular,Regular,M,1924
KEN-2002,8232670f-1e42-11e4-b4cd-db5882bf8def,501,KEN,Kenya,Africa,Mwai Kibaki,2002-12-31,2013-04-09,Regular,Regular,Regular,M,1931
KEN-2013,2b3c671c-3481-11e4-8dba-bbcd9ed46413,501,KEN,Kenya,Africa,Uhuru Kenyatta,2013-04-09,2022-09-13,Regular,Regular,Regular,M,1961
KEN_2022_1,NA,501,KEN,Kenya,Africa,William Samoei Ruto,2022-09-13,2024-07-31,Regular,Still in Office,Still in Office,M,1966
TAZ-1961,82326710-1e42-11e4-b4cd-db5882bf8def,510,TAZ,Tanzania,Africa,Nyerere,1961-11-09,1985-11-05,Regular,Regular,Regular,M,1922
TAZ-1985,823297e0-1e42-11e4-b4cd-db5882bf8def,510,TAZ,Tanzania,Africa,Mwinyi,1985-11-05,1995-11-05,Regular,Regular,Regular,M,1925
TAZ-1995,823297e1-1e42-11e4-b4cd-db5882bf8def,510,TAZ,Tanzania,Africa,Mkapa,1995-11-05,2005-12-21,Regular,Regular,Regular,M,1938
TAZ-2005,8253c8a6-1e42-11e4-b4cd-db5882bf8def,510,TAZ,Tanzania,Africa,Kikwete,2005-12-21,2015-11-05,Regular,Regular,Regular,M,1950
TAZ-2015,0edd87f2-df39-11e5-ba44-bb6d7c1a9a58,510,TAZ,Tanzania,Africa,John Magufuli,2015-11-05,2021-03-17,Regular,Natural Death,Natural Death,M,1959
TAZ_2021_1,NA,510,TAZ,Tanzania,Africa,Samia Suluhu Hassan,2021-03-17,2024-07-31,Regular,Still in Office,Still in Office,F,1960
ZAN-1961,823297e2-1e42-11e4-b4cd-db5882bf8def,511,ZAN,NA,NA,Shamte Hamadi,1961-06-05,1964-01-12,Regular,Irregular,"Removed by Rebels, without Foreign Support",M,-999
ZAN-1964,823297e3-1e42-11e4-b4cd-db5882bf8def,511,ZAN,NA,NA,Kassim Hanga,1964-01-12,1964-04-27,Irregular,Regular,Regular,M,1932
BUI-1962,823297e4-1e42-11e4-b4cd-db5882bf8def,516,BUI,Burundi,Africa,Mwambutsa,1962-07-01,1966-07-08,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",M,1912
BUI-1966-1,8232c8b4-1e42-11e4-b4cd-db5882bf8def,516,BUI,Burundi,Africa,Ntare,1966-07-08,1966-11-28,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1947
BUI-1966-2,8232c8b5-1e42-11e4-b4cd-db5882bf8def,516,BUI,Burundi,Africa,Micombero,1966-11-28,1976-11-01,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1940
BUI-1976,8232c8b6-1e42-11e4-b4cd-db5882bf8def,516,BUI,Burundi,Africa,Bagaza,1976-11-09,1987-09-03,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1946
BUI-1987,8232c8b7-1e42-11e4-b4cd-db5882bf8def,516,BUI,Burundi,Africa,Buyoya,1987-09-03,1993-07-10,Irregular,Regular,Regular,M,1949
BUI-1993-1,8232c8b8-1e42-11e4-b4cd-db5882bf8def,516,BUI,Burundi,Africa,Ndadaye,1993-07-10,1993-10-21,Regular,Irregular,"Removed by Military, without Foreign Support",M,1953
BUI-1993-2,8232c8b9-1e42-11e4-b4cd-db5882bf8def,516,BUI,Burundi,Africa,Ngueze,1993-10-21,1993-10-27,Irregular,Regular,Regular,M,1953
BUI-1993-3,8232f988-1e42-11e4-b4cd-db5882bf8def,516,BUI,Burundi,Africa,Kinigi,1993-10-27,1994-02-05,Regular,Regular,Regular,F,1953
BUI-1994-1,8232f989-1e42-11e4-b4cd-db5882bf8def,516,BUI,Burundi,Africa,Ntarymira,1994-02-05,1994-04-06,Regular,Irregular,"Irregular, Other",M,1955
BUI-1994-2,8232f98a-1e42-11e4-b4cd-db5882bf8def,516,BUI,Burundi,Africa,Ntibantunganya,1994-04-06,1996-07-25,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",M,1956
BUI-1996,8232c8b7-1e42-11e4-b4cd-db5882bf8def,516,BUI,Burundi,Africa,Buyoya,1996-07-25,2003-04-30,Irregular,Regular,Regular,M,1949
BUI-2003,8232f98b-1e42-11e4-b4cd-db5882bf8def,516,BUI,Burundi,Africa,Ndayizeye,2003-04-30,2005-08-26,Regular,Regular,Regular,M,1953
BUI-2005,8253c8a7-1e42-11e4-b4cd-db5882bf8def,516,BUI,Burundi,Africa,Nkurunziza,2005-08-26,2020-06-08,Regular,Natural Death,Natural Death,M,1963
BUI_2020_1,NA,516,BUI,Burundi,Africa,Evariste Ndayishiyme,2020-06-18,2024-07-31,Regular,Still in Office,Still in Office,M,1968
RWA-1961,8232f98c-1e42-11e4-b4cd-db5882bf8def,517,RWA,Rwanda,Africa,Kayibanda,1961-10-26,1973-07-05,Regular,Irregular,"Removed by Military, without Foreign Support",M,1924
RWA-1973,82332a5c-1e42-11e4-b4cd-db5882bf8def,517,RWA,Rwanda,Africa,Habyarimana,1973-07-05,1994-04-06,Irregular,Irregular,"Irregular, Other",M,1937
RWA-1994-1,82332a5d-1e42-11e4-b4cd-db5882bf8def,517,RWA,Rwanda,Africa,Sindikubwabo,1994-04-06,1994-07-19,Irregular,Regular,Regular,M,1928
RWA-1994-2,82332a5e-1e42-11e4-b4cd-db5882bf8def,517,RWA,Rwanda,Africa,Paul Kagame,1994-07-19,2024-07-31,Regular,Still in Office,Still in Office,M,1957
SOM-1960,82332a5f-1e42-11e4-b4cd-db5882bf8def,520,SOM,Somalia,Africa,Osman Daar,1960-07-01,1967-07-10,Regular,Regular,Regular,M,1908
SOM-1967,82332a60-1e42-11e4-b4cd-db5882bf8def,520,SOM,Somalia,Africa,Shermarke,1967-07-10,1969-10-15,Regular,Irregular,Assassination by Unsupported Individual,M,1919
SOM-1969,82332a61-1e42-11e4-b4cd-db5882bf8def,520,SOM,Somalia,Africa,Siad Barre,1969-10-21,1991-01-26,Irregular,Irregular,"Removed by Rebels, without Foreign Support",M,1912
SOM-2012,149f9c67-aae0-11e4-b3bc-29f2fa19767e,520,SOM,Somalia,Africa,Hassan Sheikh Mohamud,2012-09-16,2017-02-16,Regular,Regular,Regular,M,1955
SOM_2017_1,NA,520,SOM,Somalia,Africa,Mohamed Abdullahi Mohamed,2017-02-16,2022-05-23,Regular,Regular,Regular,M,1962
SOM_2022_1,NA,520,SOM,Somalia,Africa,Hassan Sheikh Mohamud,2022-05-23,2024-07-31,Regular,Still in Office,Still in Office,M,1955
DJI-1977,82335b30-1e42-11e4-b4cd-db5882bf8def,522,DJI,Djibouti,Africa,Gouled Aptidon,1977-06-27,1999-05-08,Regular,Regular,Regular,M,1916
DJI-1999,82335b31-1e42-11e4-b4cd-db5882bf8def,522,DJI,Djibouti,Africa,Guelleh,1999-05-08,2024-07-31,Regular,Still in Office,Still in Office,M,1947
ETH-1936,82338c06-1e42-11e4-b4cd-db5882bf8def,530,ETH,Ethiopia,Africa,King of Italy/Emperor of Ethiopia,1936-05-15,1941-04-07,Foreign Imposition,Foreign,Removed through Threat of Foreign Force,M,-999
ETH-1941,82338c05-1e42-11e4-b4cd-db5882bf8def,530,ETH,Ethiopia,Africa,Selassie,1941-05-05,1974-09-12,Foreign Imposition,Irregular,"Removed by Military, without Foreign Support",M,1892
ETH-1974-1,82338c07-1e42-11e4-b4cd-db5882bf8def,530,ETH,Ethiopia,Africa,Andom,1974-09-12,1974-11-23,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,M,1924
ETH-1974-2,82338c08-1e42-11e4-b4cd-db5882bf8def,530,ETH,Ethiopia,Africa,Banti,1974-11-28,1977-02-03,Regular,Irregular,"Removed by Military, without Foreign Support",M,1921
ETH-1977,8233bce2-1e42-11e4-b4cd-db5882bf8def,530,ETH,Ethiopia,Africa,Mengistu Marriam,1977-02-11,1991-05-21,Regular,Irregular,"Removed by Rebels, without Foreign Support",M,1937
ETH-1991-1,8233bce3-1e42-11e4-b4cd-db5882bf8def,530,ETH,Ethiopia,Africa,Gebre Kidan,1991-05-21,1991-05-27,Regular,Irregular,"Removed by Rebels, without Foreign Support",M,1935
ETH-1991-2,8233bce4-1e42-11e4-b4cd-db5882bf8def,530,ETH,Ethiopia,Africa,Meles Zenawi,1991-05-27,2012-08-20,Irregular,Natural Death,Regular,M,1955
ETH-2012,2b3c671d-3481-11e4-8dba-bbcd9ed46413,530,ETH,Ethiopia,Africa,Desalegn,2012-08-20,2018-04-02,Regular,Irregular,Irregular,M,1965
ETH_2018_1,NA,530,ETH,Ethiopia,Africa,Abiy Ahmed,2018-04-02,2024-07-31,Regular,Still in Office,Still in Office,M,1976
ERI-1993,8233bce5-1e42-11e4-b4cd-db5882bf8def,531,ERI,Eritrea,Africa,Afeworki,1993-05-24,2024-07-31,Regular,Still in Office,Still in Office,M,1946
ANG-1975,8233bce6-1e42-11e4-b4cd-db5882bf8def,540,ANG,Angola,Africa,Neto,1975-11-11,1979-09-10,Irregular,Natural Death,Regular,M,1922
ANG-1979,8233edb6-1e42-11e4-b4cd-db5882bf8def,540,ANG,Angola,Africa,Dos Santos,1979-09-10,2017-09-25,Regular,Regular,Regular,M,1942
ANG_2017_1,NA,540,ANG,Angola,Africa,Joao Lourenco,2017-09-25,2024-07-31,Regular,Still in Office,Still in Office,M,1954
MZM-1975,8233edb7-1e42-11e4-b4cd-db5882bf8def,541,MZM,Mozambique,Africa,Machel,1975-06-25,1986-10-19,Irregular,Natural Death,Regular,M,1933
MZM-1986,8233edb8-1e42-11e4-b4cd-db5882bf8def,541,MZM,Mozambique,Africa,Chissano,1986-11-06,2005-02-02,Regular,Regular,Regular,M,1939
MZM-2005,8253f976-1e42-11e4-b4cd-db5882bf8def,541,MZM,Mozambique,Africa,Guebuza,2005-02-02,2015-01-15,Regular,Regular,Regular,M,1942
MZM-2015,0eddaf00-df39-11e5-ba44-bb6d7c1a9a58,541,MZM,Mozambique,Africa,Filipe Nyusi,2015-01-15,2024-07-31,Regular,Still in Office,Still in Office,M,1959
ZAM-1964,8233edb9-1e42-11e4-b4cd-db5882bf8def,551,ZAM,Zambia,Africa,Kaunda,1964-10-24,1991-11-02,Regular,Regular,Regular,M,1924
ZAM-1991,8233edba-1e42-11e4-b4cd-db5882bf8def,551,ZAM,Zambia,Africa,Chiluba,1991-11-02,2002-01-02,Regular,Regular,Regular,M,1943
ZAM-2002,82341e8a-1e42-11e4-b4cd-db5882bf8def,551,ZAM,Zambia,Africa,Levy Mwanawasa,2002-01-03,2008-06-29,Regular,Retired Due to Ill Health,Regular,M,1948
ZAM-2008,8253f977-1e42-11e4-b4cd-db5882bf8def,551,ZAM,Zambia,Africa,Banda,2008-06-29,2011-09-23,Regular,Regular,Regular,M,1937
ZAM-2011,8253f978-1e42-11e4-b4cd-db5882bf8def,551,ZAM,Zambia,Africa,Sata,2011-09-23,2014-10-28,Regular,Natural Death,Regular,M,1937
ZAM_2014_1,NA,551,ZAM,Zambia,Africa,Scott,2014-10-28,2015-01-25,Regular,Regular,Regular,M,1944
ZAM-2014,149f9c68-aae0-11e4-b3bc-29f2fa19767e,551,ZAM,Zambia,Africa,Scott,2014-10-29,2015-01-25,Regular,Regular,Regular,M,1944
ZAM-2015,0eddaf01-df39-11e5-ba44-bb6d7c1a9a58,551,ZAM,Zambia,Africa,Edgar Lungu,2015-01-25,2021-08-24,Regular,Regular,Regular,M,1956
ZAM_2021_1,NA,551,ZAM,Zambia,Africa,Hakainde Hichilema,2021-08-24,2024-07-31,Regular,Still in Office,Still in Office,M,1962
ZIM-1965,82341e8b-1e42-11e4-b4cd-db5882bf8def,552,ZIM,Zimbabwe,Africa,Smith,1965-11-11,1979-05-23,Regular,Regular,Regular,M,1919
ZIM-1979,82341e8c-1e42-11e4-b4cd-db5882bf8def,552,ZIM,Zimbabwe,Africa,Muzorewa,1979-05-29,1979-12-11,Regular,Regular,Regular,M,1925
ZIM-1980,82341e8d-1e42-11e4-b4cd-db5882bf8def,552,ZIM,Zimbabwe,Africa,Mugabe,1980-03-04,2017-11-24,Regular,Irregular,Coup,M,1924
ZIM_2017_1,NA,552,ZIM,Zimbabwe,Africa,Mnangagwa,2017-11-24,2024-07-31,Irregular,Still in Office,Still in Office,M,1942
MAW-1964,82341e8e-1e42-11e4-b4cd-db5882bf8def,553,MAW,Malawi,Africa,Banda,1964-07-06,1994-05-21,Regular,Regular,Regular,M,1906
MAW-1994,82344f5e-1e42-11e4-b4cd-db5882bf8def,553,MAW,Malawi,Africa,Muluzi,1994-05-21,2004-05-24,Regular,Regular,Regular,M,1943
MAW-2004,82344f5f-1e42-11e4-b4cd-db5882bf8def,553,MAW,Malawi,Africa,Bingu wa Mutharika,2004-05-24,2012-04-07,Regular,Natural Death,Regular,M,1934
MAW-2012,2b3c671e-3481-11e4-8dba-bbcd9ed46413,553,MAW,Malawi,Africa,Joyce Hilda Banda,2012-04-07,2014-05-31,Regular,Regular,Regular,F,1950
MAW-2014,149f9c69-aae0-11e4-b3bc-29f2fa19767e,553,MAW,Malawi,Africa,Peter Mutharika,2014-05-31,2020-06-28,Regular,Regular,Regular,M,1940
MAW_2020_1,NA,553,MAW,Malawi,Africa,Lazarus Chakwera,2020-06-28,2024-07-31,Regular,Still in Office,Still in Office,M,1955
SAF-1939,82344f60-1e42-11e4-b4cd-db5882bf8def,560,SAF,South Africa,Africa,Smuts,1939-09-06,1948-06-03,Regular,Regular,Regular,M,1870
SAF-1948,82344f62-1e42-11e4-b4cd-db5882bf8def,560,SAF,South Africa,Africa,Malan,1948-06-03,1954-11-30,Regular,Regular,Regular,M,1874
SAF-1954,82344f63-1e42-11e4-b4cd-db5882bf8def,560,SAF,South Africa,Africa,Strijdom,1954-12-02,1958-08-23,Regular,Natural Death,Regular,M,1873
SAF-1958-1,82348032-1e42-11e4-b4cd-db5882bf8def,560,SAF,South Africa,Africa,Swart,1958-08-23,1958-09-03,Regular,Regular,Regular,M,1894
SAF-1958-2,82348033-1e42-11e4-b4cd-db5882bf8def,560,SAF,South Africa,Africa,Verwoerd,1958-09-03,1966-09-06,Regular,Irregular,Assassination by Unsupported Individual,M,1901
SAF-1966-1,82348034-1e42-11e4-b4cd-db5882bf8def,560,SAF,South Africa,Africa,Donges,1966-09-06,1966-09-13,Regular,Regular,Regular,M,1898
SAF-1966-2,82348035-1e42-11e4-b4cd-db5882bf8def,560,SAF,South Africa,Africa,Vorster,1966-09-13,1978-09-28,Regular,Regular,Regular,M,1915
SAF-1978,82348036-1e42-11e4-b4cd-db5882bf8def,560,SAF,South Africa,Africa,Botha,1978-09-28,1989-01-18,Regular,Regular,Regular,M,1916
SAF-1989-1,8239a6ac-1e42-11e4-b4cd-db5882bf8def,560,SAF,South Africa,Africa,Heunis,1989-01-19,1989-03-15,Regular,Regular,Regular,M,1927
SAF-1989-2,82348036-1e42-11e4-b4cd-db5882bf8def,560,SAF,South Africa,Africa,Botha,1989-03-15,1989-08-14,Regular,Regular,Regular,M,1916
SAF-1989-3,8239d780-1e42-11e4-b4cd-db5882bf8def,560,SAF,South Africa,Africa,deKlerk,1989-08-15,1994-05-10,Regular,Regular,Regular,M,1936
SAF-1994,8239d781-1e42-11e4-b4cd-db5882bf8def,560,SAF,South Africa,Africa,Mandela,1994-05-10,1999-06-16,Regular,Regular,Regular,M,1918
SAF-1999,8239d782-1e42-11e4-b4cd-db5882bf8def,560,SAF,South Africa,Africa,Mbeki,1999-06-16,2008-09-25,Regular,Regular,Regular,M,1942
SAF-2008,8253f979-1e42-11e4-b4cd-db5882bf8def,560,SAF,South Africa,Africa,Motlanthe,2008-09-25,2009-05-09,Regular,Regular,Regular,M,1949
SAF-2009,8253f97a-1e42-11e4-b4cd-db5882bf8def,560,SAF,South Africa,Africa,Zuma,2009-05-09,2018-02-14,Regular,Regular,Regular,M,1942
SAF_2018_1,NA,560,SAF,South Africa,Africa,Cyril Ramaphosa,2018-02-14,2024-07-31,Regular,Still in Office,Still in Office,M,1952
NAM-1990,823a69ff-1e42-11e4-b4cd-db5882bf8def,565,NAM,Namibia,Africa,Nujoma,1990-03-21,2005-03-21,Regular,Regular,Regular,M,1929
NAM-2005,8253f97b-1e42-11e4-b4cd-db5882bf8def,565,NAM,Namibia,Africa,Pohamba,2005-03-21,2015-03-21,Regular,Regular,Regular,M,1935
NAM-2015,0eddaf02-df39-11e5-ba44-bb6d7c1a9a58,565,NAM,Namibia,Africa,Hage Geingob,2015-03-21,2024-07-31,Regular,Still in Office,Still in Office,M,1941
LES-1966,823a6a00-1e42-11e4-b4cd-db5882bf8def,570,LES,Lesotho,Africa,Jonathan,1966-10-04,1986-01-20,Regular,Irregular,"Removed by Military, without Foreign Support",M,1914
LES-1986,823a6a01-1e42-11e4-b4cd-db5882bf8def,570,LES,Lesotho,Africa,Lekhanya,1986-01-24,1991-05-02,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1938
LES-1991,823a9ad0-1e42-11e4-b4cd-db5882bf8def,570,LES,Lesotho,Africa,Ramaema,1991-05-02,1993-04-02,Irregular,Regular,Regular,M,1933
LES-1993,823a9ad1-1e42-11e4-b4cd-db5882bf8def,570,LES,Lesotho,Africa,Mokhehle,1993-04-02,1994-08-17,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",M,1918
LES-1994-1,823a9ad2-1e42-11e4-b4cd-db5882bf8def,570,LES,Lesotho,Africa,Letsie III,1994-08-17,1994-09-14,Irregular,Regular,Regular,M,1963
LES-1994-2,823a9ad1-1e42-11e4-b4cd-db5882bf8def,570,LES,Lesotho,Africa,Mokhehle,1994-09-14,1998-05-29,Irregular,Regular,Regular,M,1918
LES-1998,823a9ad3-1e42-11e4-b4cd-db5882bf8def,570,LES,Lesotho,Africa,Mosisili,1998-05-29,2012-06-08,Regular,Regular,Regular,M,1945
LES-2012,149fc376-aae0-11e4-b3bc-29f2fa19767e,570,LES,Lesotho,Africa,Thabane,2012-06-08,2015-03-17,Regular,Regular,Regular,M,1939
LES-2015,0eddaf03-df39-11e5-ba44-bb6d7c1a9a58,570,LES,Lesotho,Africa,Pakalitha Mosisili,2015-03-17,2017-06-16,Regular,Regular,Regular,M,1945
LES_2017_1,NA,570,LES,Lesotho,Africa,Tom Thabane,2017-06-16,2020-05-19,Regular,Regular,Regular,M,1939
LES_2020_1,NA,570,LES,Lesotho,Africa,Moeketsi Majoro,2020-05-19,2022-10-28,Regular,Regular,Regular,M,1961
LES_2022_1,NA,570,LES,Lesotho,Africa,Ntsokane Samuel Matekane,2022-10-28,2024-07-31,Regular,Still in Office,Still in Office,M,1958
BOT-1966,823a9ad4-1e42-11e4-b4cd-db5882bf8def,571,BOT,Botswana,Africa,Khama,1966-09-30,1980-07-13,Regular,Natural Death,Regular,M,1921
BOT-1980,823a9ad5-1e42-11e4-b4cd-db5882bf8def,571,BOT,Botswana,Africa,Masire,1980-07-13,1998-03-31,Regular,Regular,Regular,M,1925
BOT-1998,823acba4-1e42-11e4-b4cd-db5882bf8def,571,BOT,Botswana,Africa,Mogae,1998-03-31,2008-04-01,Regular,Regular,Regular,M,1939
BOT-2008,82542a54-1e42-11e4-b4cd-db5882bf8def,571,BOT,Botswana,Africa,Ian Khama,2008-04-01,2018-03-31,Regular,Regular,Regular,M,1953
BOT_2018_1,NA,571,BOT,Botswana,Africa,Mokgweetsi Masisi,2018-03-31,2024-07-31,Regular,Still in Office,Still in Office,M,1962
SWA-1968,823acba5-1e42-11e4-b4cd-db5882bf8def,572,SWA,Eswatini,Africa,Subhuza II,1968-09-06,1982-08-21,Regular,Natural Death,Regular,M,1899
SWA-1982,823acba6-1e42-11e4-b4cd-db5882bf8def,572,SWA,Eswatini,Africa,Dzeliwe Shongwe,1982-08-21,1983-08-10,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",M,1927
SWA-1983,823acba7-1e42-11e4-b4cd-db5882bf8def,572,SWA,Eswatini,Africa,Ntombe Thwala,1983-08-10,1986-04-25,Regular,Regular,Regular,M,1950
SWA-1986,823acba8-1e42-11e4-b4cd-db5882bf8def,572,SWA,Eswatini,Africa,Mswati,1986-04-25,2024-07-31,Regular,Still in Office,Still in Office,M,1968
MAG-1960,823afc79-1e42-11e4-b4cd-db5882bf8def,580,MAG,Madagascar,Africa,Tsiranana,1960-06-26,1972-10-08,Regular,Irregular,"Popular Protest, without Foreign Support",M,1910
MAG-1972,823afc7a-1e42-11e4-b4cd-db5882bf8def,580,MAG,Madagascar,Africa,Ramanantsoa,1972-10-12,1975-02-05,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,M,1906
MAG-1975-1,823afc7b-1e42-11e4-b4cd-db5882bf8def,580,MAG,Madagascar,Africa,Ratsimandrava,1975-02-05,1975-02-11,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1931
MAG-1975-2,823afc7c-1e42-11e4-b4cd-db5882bf8def,580,MAG,Madagascar,Africa,Gilles Andriamahazo,1975-02-11,1975-06-15,Irregular,Regular,Regular,M,1919
MAG-1975-3,823afc7d-1e42-11e4-b4cd-db5882bf8def,580,MAG,Madagascar,Africa,Ratsiraka,1975-06-15,1993-03-27,Regular,Regular,Regular,M,1936
MAG-1993,823afc7e-1e42-11e4-b4cd-db5882bf8def,580,MAG,Madagascar,Africa,Zafy,1993-03-27,1996-09-05,Regular,Regular,Regular,M,1927
